dataset_version,feature_schema_version,extraction_artifact_version,label_schema_version,label_source,weak_target_score,expert_target_score,query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,artifact_path,artifact_sha1,artifact_size_bytes,target_score
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,миграционный юрист цена,migration_law,commercial,,,https://www.rostepanov.ru/,rostepanov.ru,6,0,,,homepage,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.rostepanov.ru/
Call log:
  - navigating to ""https://www.rostepanov.ru/"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,миграционный юрист для бизнеса,migration_law,commercial,,,https://migrate-to-russia.ru/consult,migrate-to-russia.ru,10,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://migrate-to-russia.ru/consult
Call log:
  - navigating to ""https://migrate-to-russia.ru/consult"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,миграционный юрист под ключ,migration_law,commercial,,,https://emigras.ru/konsultaciya,emigras.ru,1,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_RESET at https://emigras.ru/konsultaciya
Call log:
  - navigating to ""https://emigras.ru/konsultaciya"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,миграционный юрист консультация,migration_law,commercial,,,https://www.rostepanov.ru/,rostepanov.ru,6,0,,,homepage,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.rostepanov.ru/
Call log:
  - navigating to ""https://www.rostepanov.ru/"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,налоговый консультант рядом,tax_consulting,commercial,Новосибирск,65,https://consjurist.ru/consultation/nalogpravo/,consjurist.ru,3,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://consjurist.ru/consultation/nalogpravo/
Call log:
  - navigating to ""https://consjurist.ru/consultation/nalogpravo/"", waiting until ""domcontentloaded""
",,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,налоговый консультант рядом,tax_consulting,commercial,Новосибирск,65,https://nextons.ru/services/tax-practice/,nextons.ru,10,0,,,category,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://nextons.ru/services/tax-practice/
Call log:
  - navigating to ""https://nextons.ru/services/tax-practice/"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,налоговый консультант консультация,tax_consulting,commercial,,,https://www.nalog-consultant.ru/,nalog-consultant.ru,1,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://www.nalog-consultant.ru/
Call log:
  - navigating to ""https://www.nalog-consultant.ru/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,солнечные панели для дома Москва,solar_panels,commercial,Москва,213,https://lemanapro.ru/catalogue/solnechnye-paneli/,lemanapro.ru,1,0,,,product,failed,Browser rendering did not produce usable content,,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,55.5556,,солнечные панели для дома Москва,solar_panels,commercial,Москва,213,https://www.technopark.ru/solnechnye-paneli/,technopark.ru,5,0,,,content,failed,Browser rendering did not produce usable content,,,0,55.5556
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,55.5556,,солнечные панели для дома цена,solar_panels,commercial,,,https://www.dns-shop.ru/catalog/recipe/09dcb364350295c4/,dns-shop.ru,5,0,,,product,failed,Browser rendering did not produce usable content,,,0,55.5556
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,солнечные панели для дома цена,solar_panels,commercial,,,https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/,kp.ru,7,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,солнечные панели для дома цена,solar_panels,commercial,,,https://220-on.ru/catalog/solnechnye_moduli/,220-on.ru,9,0,,,product,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://220-on.ru/catalog/solnechnye_moduli/
Call log:
  - navigating to ""https://220-on.ru/catalog/solnechnye_moduli/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,солнечные панели для дома цена,solar_panels,commercial,,,https://www.eldorado.ru/c/solnechnye-paneli/,eldorado.ru,10,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.eldorado.ru/c/solnechnye-paneli/
Call log:
  - navigating to ""https://www.eldorado.ru/c/solnechnye-paneli/"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,солнечные панели для дома отзывы,solar_panels,comparison,,,https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/,kp.ru,1,0,,,content,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,22.2222,,солнечные панели для дома отзывы,solar_panels,comparison,,,https://reiting.infogoro.ru/reyting-solnechnykh-paneley-dlya-doma/,reiting.infogoro.ru,8,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://reiting.infogoro.ru/reyting-solnechnykh-paneley-dlya-doma/
Call log:
  - navigating to ""https://reiting.infogoro.ru/reyting-solnechnykh-paneley-dlya-doma/"", waiting until ""domcontentloaded""
",,,0,22.2222
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,как выбрать солнечные панели для дома,solar_panels,informational,,,https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/,kp.ru,1,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,солнечные панели для дома с гарантией,solar_panels,commercial,,,https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/,kp.ru,1,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,66.6667,,солнечные панели для дома под ключ,solar_panels,commercial,,,https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/,kp.ru,4,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/"", waiting until ""domcontentloaded""
",,,0,66.6667
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,солнечные панели для дома под ключ,solar_panels,commercial,,,https://www.stav-solar.ru/,stav-solar.ru,7,0,,,homepage,failed,"Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://www.stav-solar.ru/
Call log:
  - navigating to ""https://www.stav-solar.ru/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,солнечные панели для дома рядом,solar_panels,commercial,Москва,213,https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/,kp.ru,1,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,солнечные панели для дома рядом,solar_panels,commercial,Москва,213,https://www.dns-shop.ru/catalog/recipe/09dcb364350295c4/,dns-shop.ru,9,0,,,product,failed,Browser rendering did not produce usable content,,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,солнечные панели для дома рядом,solar_panels,commercial,Москва,213,https://energywind.ru/katalog/solnechnye-batarei,energywind.ru,10,0,,,content,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://energywind.ru/katalog/solnechnye-batarei"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,солнечные панели для дома консультация,solar_panels,commercial,,,https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/,kp.ru,9,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,лучшие солнечные панели для дома,solar_panels,comparison,,,https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/,kp.ru,1,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-solnechnye-paneli-dlya-chastnogo-doma/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,лучшие солнечные панели для дома,solar_panels,comparison,,,https://reiting.infogoro.ru/reyting-solnechnykh-paneley-dlya-doma/,reiting.infogoro.ru,10,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://reiting.infogoro.ru/reyting-solnechnykh-paneley-dlya-doma/
Call log:
  - navigating to ""https://reiting.infogoro.ru/reyting-solnechnykh-paneley-dlya-doma/"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,тепловой насос цена,heat_pumps,commercial,,,https://www.dns-shop.ru/catalog/recipe/7ab431498aeeb4e7/,dns-shop.ru,3,0,,,product,failed,Browser rendering did not produce usable content,,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,тепловой насос цена,heat_pumps,commercial,,,https://www.vseinstrumenti.ru/category/teplovye-nasosy-189713/,vseinstrumenti.ru,7,0,,,category,failed,Page.content: Unable to retrieve content because the page is navigating and changing the content.,,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,как выбрать тепловой насос,heat_pumps,informational,,,https://aquapolis.ru/blog/kak-vybrat-teplovoj-nasos-dlja-doma-sovety-i-rekomendacii.html,aquapolis.ru,6,0,,,article,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://aquapolis.ru/blog/kak-vybrat-teplovoj-nasos-dlja-doma-sovety-i-rekomendacii.html
Call log:
  - navigating to ""https://aquapolis.ru/blog/kak-vybrat-teplovoj-nasos-dlja-doma-sovety-i-rekomendacii.html"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,22.2222,,тепловой насос рядом,heat_pumps,commercial,Санкт-Петербург,2,https://www.vseinstrumenti.ru/category/teplovye-nasosy-189713/,vseinstrumenti.ru,8,0,,,category,failed,Page.content: Unable to retrieve content because the page is navigating and changing the content.,,,0,22.2222
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,тепловой насос рядом,heat_pumps,commercial,Санкт-Петербург,2,https://ru.wikipedia.org/wiki/Тепловой_насос,ru.wikipedia.org,9,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BF%D0%BB%D0%BE%D0%B2%D0%BE%D0%B9_%D0%BD%D0%B0%D1%81%D0%BE%D1%81
Call log:
  - navigating to ""https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BF%D0%BB%D0%BE%D0%B2%D0%BE%D0%B9_%D0%BD%D0%B0%D1%81%D0%BE%D1%81"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,лучшие тепловой насос,heat_pumps,comparison,,,https://dzen.ru/a/ZzKtd-UvNxHGtP2L,dzen.ru,7,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://dzen.ru/a/ZzKtd-UvNxHGtP2L
Call log:
  - navigating to ""https://dzen.ru/a/ZzKtd-UvNxHGtP2L"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,фильтр воды для дома Екатеринбург,water_filters,commercial,Екатеринбург,54,https://ekaterinburg.lemanapro.ru/catalogue/sistemy-filtracii-vody-dlya-chastnogo-doma/filtry-dlya-ochistki-vody-v-chastnom-dome/,ekaterinburg.lemanapro.ru,6,0,,,product,failed,Browser rendering did not produce usable content,,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,фильтр воды для дома цена,water_filters,commercial,,,https://santehnika-online.ru/voda_i_vodoochistka/filtry_dlya_vody/,santehnika-online.ru,3,0,,,content,failed,Page.content: Unable to retrieve content because the page is navigating and changing the content.,,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,фильтр воды для дома цена,water_filters,commercial,,,https://online.metro-cc.ru/category/tovary-dlya-doma-dachi-sada/posuda/filtry-dlya-vody,online.metro-cc.ru,9,0,,,category,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://online.metro-cc.ru/category/tovary-dlya-doma-dachi-sada/posuda/filtry-dlya-vody
Call log:
  - navigating to ""https://online.metro-cc.ru/category/tovary-dlya-doma-dachi-sada/posuda/filtry-dlya-vody"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,фильтр воды для дома отзывы,water_filters,comparison,,,https://www.kp.ru/expert/dom/luchshie-filtry-dlya-vody-pod-mojku/,kp.ru,10,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-filtry-dlya-vody-pod-mojku/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-filtry-dlya-vody-pod-mojku/"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,фильтр воды для дома рядом,water_filters,commercial,Екатеринбург,54,https://www.sostav.ru/blogs/281570/59216,sostav.ru,9,0,,,article,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.sostav.ru/blogs/281570/59216
Call log:
  - navigating to ""https://www.sostav.ru/blogs/281570/59216"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,лучшие фильтр воды для дома,water_filters,comparison,,,https://www.sostav.ru/blogs/281570/59216,sostav.ru,6,0,,,article,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.sostav.ru/blogs/281570/59216
Call log:
  - navigating to ""https://www.sostav.ru/blogs/281570/59216"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,умный дом цена,smart_home,commercial,,,https://www.dns-shop.ru/catalog/17aa343116404e77/umnyj-dom/,dns-shop.ru,1,0,,,product,failed,Browser rendering did not produce usable content,,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,умный дом цена,smart_home,commercial,,,https://lemanapro.ru/catalogue/umnyy-dom/,lemanapro.ru,6,0,,,product,failed,Browser rendering did not produce usable content,,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,умный дом цена,smart_home,commercial,,,https://re-store.ru/umnyj-dom/,re-store.ru,10,0,,,content,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://re-store.ru/umnyj-dom/"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,умный дом отзывы,smart_home,comparison,,,https://www.kp.ru/expert/dom/luchshie-sistemy-umnyj-dom/,kp.ru,3,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-sistemy-umnyj-dom/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-sistemy-umnyj-dom/"", waiting until ""domcontentloaded""
",,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,как выбрать умный дом,smart_home,informational,,,https://www.kp.ru/expert/dom/luchshie-sistemy-umnyj-dom/,kp.ru,1,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-sistemy-umnyj-dom/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-sistemy-umnyj-dom/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,55.5556,,как выбрать умный дом,smart_home,informational,,,https://rg.ru/2025/09/02/kak-vybrat-i-podkliuchit-sistemu-umnyj-dom-platformy-ustrojstva-instrukcii.html,rg.ru,5,0,,,content,failed,Browser rendering did not produce usable content,,,0,55.5556
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,88.8889,,умный дом с гарантией,smart_home,commercial,,,https://www.elite-teh.ru/,elite-teh.ru,2,0,,,homepage,failed,"Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://www.elite-teh.ru/
Call log:
  - navigating to ""https://www.elite-teh.ru/"", waiting until ""domcontentloaded""
",,,0,88.8889
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,умный дом для бизнеса,smart_home,commercial,,,https://companies.rbc.ru/news/Bv0t5VeLo3/proektiruem-umnyij-dom-s-ispolzovaniem-metodov-biznes-analiza/,companies.rbc.ru,3,0,,,article,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://companies.rbc.ru/news/Bv0t5VeLo3/proektiruem-umnyij-dom-s-ispolzovaniem-metodov-biznes-analiza/
Call log:
  - navigating to ""https://companies.rbc.ru/news/Bv0t5VeLo3/proektiruem-umnyij-dom-s-ispolzovaniem-metodov-biznes-analiza/"", waiting until ""domcontentloaded""
",,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,умный дом рядом,smart_home,commercial,Казань,43,https://www.dns-shop.ru/catalog/17aa343116404e77/umnyj-dom/,dns-shop.ru,3,0,,,product,failed,Browser rendering did not produce usable content,,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,умный дом рядом,smart_home,commercial,Казань,43,https://rg.ru/2025/09/02/kak-vybrat-i-podkliuchit-sistemu-umnyj-dom-platformy-ustrojstva-instrukcii.html,rg.ru,10,0,,,content,failed,Browser rendering did not produce usable content,,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,лучшие умный дом,smart_home,comparison,,,https://www.kp.ru/expert/dom/luchshie-sistemy-umnyj-dom/,kp.ru,1,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-sistemy-umnyj-dom/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-sistemy-umnyj-dom/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,охранная сигнализация Новосибирск,security_systems,commercial,Новосибирск,65,https://rustelematika.ru/okhrannaya-signalizatsiya-novosibirsk/,rustelematika.ru,9,0,,,content,failed,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://rustelematika.ru/okhrannaya-signalizatsiya-novosibirsk/
Call log:
  - navigating to ""https://rustelematika.ru/okhrannaya-signalizatsiya-novosibirsk/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,охранная сигнализация Новосибирск,security_systems,commercial,Новосибирск,65,https://novosibirsk.vcctv.ru/ohrannye-sistemy,novosibirsk.vcctv.ru,10,0,,,content,failed,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://novosibirsk.vcctv.ru/ohrannye-sistemy
Call log:
  - navigating to ""https://novosibirsk.vcctv.ru/ohrannye-sistemy"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,66.6667,,охранная сигнализация цена,security_systems,commercial,,,https://www.vseinstrumenti.ru/category/signalizatsiya-7296/,vseinstrumenti.ru,4,0,,,category,failed,Page.content: Unable to retrieve content because the page is navigating and changing the content.,,,0,66.6667
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,22.2222,,охранная сигнализация цена,security_systems,commercial,,,https://hikvision24.ru/okhrannye-sistemy/komplekty/,hikvision24.ru,8,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://hikvision24.ru/okhrannye-sistemy/komplekty/
Call log:
  - navigating to ""https://hikvision24.ru/okhrannye-sistemy/komplekty/"", waiting until ""domcontentloaded""
",,,0,22.2222
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,охранная сигнализация отзывы,security_systems,comparison,,,https://www.kp.ru/expert/dom/luchshie-okhrannye-sistemy-dlya-doma/,kp.ru,3,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-okhrannye-sistemy-dlya-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-okhrannye-sistemy-dlya-doma/"", waiting until ""domcontentloaded""
",,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,как выбрать охранная сигнализация,security_systems,informational,,,https://rg.ru/2025/10/30/kak-vybrat-signalizaciiu-dlia-kvartiry-i-doma-vidy-ceny-i-sovety-ekspertov.html,rg.ru,1,0,,,content,failed,Browser rendering did not produce usable content,,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,охранная сигнализация с гарантией,security_systems,commercial,,,https://airisgsm.ru/ohrannye-gsm-wifi-signalizacii/,airisgsm.ru,9,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_RESET at https://airisgsm.ru/ohrannye-gsm-wifi-signalizacii/
Call log:
  - navigating to ""https://airisgsm.ru/ohrannye-gsm-wifi-signalizacii/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,88.8889,,охранная сигнализация для бизнеса,security_systems,commercial,,,https://www.kp.ru/expert/biznes/luchshie-ohrannye-sistemy-dlya-organizatsij-i-ofisov/,kp.ru,2,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/biznes/luchshie-ohrannye-sistemy-dlya-organizatsij-i-ofisov/
Call log:
  - navigating to ""https://www.kp.ru/expert/biznes/luchshie-ohrannye-sistemy-dlya-organizatsij-i-ofisov/"", waiting until ""domcontentloaded""
",,,0,88.8889
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,88.8889,,охранная сигнализация рядом,security_systems,commercial,Новосибирск,65,https://rg.ru/2025/10/30/kak-vybrat-signalizaciiu-dlia-kvartiry-i-doma-vidy-ceny-i-sovety-ekspertov.html,rg.ru,2,0,,,content,failed,Browser rendering did not produce usable content,,,0,88.8889
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,66.6667,,охранная сигнализация рядом,security_systems,commercial,Новосибирск,65,https://www.kp.ru/expert/dom/luchshie-okhrannye-sistemy-dlya-doma/,kp.ru,4,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-okhrannye-sistemy-dlya-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-okhrannye-sistemy-dlya-doma/"", waiting until ""domcontentloaded""
",,,0,66.6667
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,66.6667,,лучшие охранная сигнализация,security_systems,comparison,,,https://www.kp.ru/expert/dom/luchshie-okhrannye-sistemy-dlya-doma/,kp.ru,4,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-okhrannye-sistemy-dlya-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-okhrannye-sistemy-dlya-doma/"", waiting until ""domcontentloaded""
",,,0,66.6667
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,видеонаблюдение для офиса Москва,video_surveillance,commercial,Москва,213,https://moscow.megafon.ru/corporate/services/videonabludenie/dlya_ofisa,moscow.megafon.ru,3,0,,,category,failed,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://moscow.megafon.ru/corporate/services/videonabludenie/dlya_ofisa
Call log:
  - navigating to ""https://moscow.megafon.ru/corporate/services/videonabludenie/dlya_ofisa"", waiting until ""domcontentloaded""
",,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,видеонаблюдение для офиса Москва,video_surveillance,commercial,Москва,213,https://ekeng.ru/videonablyudenie/ofis/,ekeng.ru,7,0,,,content,failed,"Page.goto: net::ERR_CERT_DATE_INVALID at https://ekeng.ru/videonablyudenie/ofis/
Call log:
  - navigating to ""https://ekeng.ru/videonablyudenie/ofis/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,88.8889,,видеонаблюдение для офиса цена,video_surveillance,commercial,,,https://www.dns-shop.ru/catalog/17a9e9c316404e77/videonabludenie/,dns-shop.ru,2,0,,,product,failed,Browser rendering did not produce usable content,,,0,88.8889
